ID,상호명,주소,전화,웹사이트,이메일,업종,상태,등록일,최종발송일
775,종합건축사무소은강,대한민국 광주광역시 월산동 930-2번지 남구 광주광역시 KR,062-361-0024,,,종합건설 설계팀,new,2026-05-24 11:29:48,
776,금성종합건축사사무소,대한민국 광주광역시 북구 오룡동 1110-14,062-362-5555,http://www.gsarchi.co.kr/,,종합건설 설계팀,new,2026-05-24 11:29:48,
777,남양건설,대한민국 광주광역시 북구 경양로 170,062-231-1000,http://www.namyang.co.kr/,webmaster@namyangi.com,종합건설 설계팀,new,2026-05-24 11:29:48,
778,한국건설,대한민국 광주광역시 북구 무등로 239 한국시멘트빌딩 11층,062-529-0220,http://www.hankukapt.co.kr/,,종합건설 설계팀,new,2026-05-24 11:29:48,
779,공감건설안전컨설팅,대한민국 전라남도 화순군 화순읍 충의로 247,061-370-8000,,,종합건설 설계팀,new,2026-05-24 11:29:48,
780,월드종합건설(주),대한민국 장성군,061-394-1118,,,종합건설 설계팀,new,2026-05-24 11:29:48,
781,태황건설(주),대한민국 광주광역시 북구 신안동 346,062-524-0906,,,종합건설 설계팀,new,2026-05-24 11:29:48,
782,강동건설(주),대한민국 광주광역시 북구 동림동,062-251-1384,,,종합건설 설계팀,new,2026-05-24 11:29:48,
783,인우건축사사무소,대한민국 광주광역시 북구 첨단과기로208번길 43-10 A동 403호,062-945-5442,http://www.inuarchi.com/,inu-archi@hanmail.net,건축 설계 사무소,new,2026-05-24 11:29:48,
784,시티건축사사무소,대한민국 광주광역시 북구 신안동 491-1,062-511-4310,,,건축 설계 사무소,new,2026-05-24 11:29:48,
785,(주)리가온건축사사무소,대한민국 광주광역시 동구 동명동 동명로 57,062-415-7210,,,건축 설계 사무소,new,2026-05-24 11:29:48,
786,(주)경향종합건축사사무소,대한민국 광주광역시 북구 신안동 501-15,062-528-4880,,,건축 설계 사무소,new,2026-05-24 11:29:48,
787,우신건축사사무소,대한민국 광주광역시 광산구 우산동 518-80번지 도시사우나 6층,062-525-3130,,,건축 설계 사무소,new,2026-05-24 11:29:48,
788,(주)수건축사사무소,대한민국 광주광역시 남구 노대동 효우로 87,010-3613-8287,,,건축 설계 사무소,new,2026-05-24 11:29:48,
789,건축사사무소영,대한민국 광주광역시 광산구 신가동,062-362-0544,,,건축 설계 사무소,new,2026-05-24 11:29:48,
790,AUD건축사사무소,대한민국 광주광역시 서구 치평동 1159-2,062-611-3388,,,건축 설계 사무소,new,2026-05-24 11:29:48,
791,시대건축사사무소,대한민국 광주광역시 서구 쌍촌동 970-13,062-384-8993,,,건축 설계 사무소,new,2026-05-24 11:29:48,
792,원건축사사무소(주),대한민국 광주광역시 남구 봉선동 247번지 2층,062-719-1033,http://one-architects.co.kr/,one20120319@hanmail.net,건축 설계 사무소,new,2026-05-24 11:29:48,
793,(주)가인건축사사무소,대한민국 광주광역시 서구 월산로 218 2층,062-361-1007,,,건축 설계 사무소,new,2026-05-24 11:29:48,
794,광남건축사사무소,대한민국 광주광역시 북구 오치동 975-19,062-263-7752,,,건축 설계 사무소,new,2026-05-24 11:29:48,
795,수목건축사사무소,대한민국 광주광역시 서구 쌍촌동 1253-12,062-384-2124,,,건축 설계 사무소,new,2026-05-24 11:29:48,
796,삼정건축설계사무소,대한민국 광주광역시 서구 농성동 662-28,062-228-2693,,,건축 설계 사무소,new,2026-05-24 11:29:48,
797,한종합건설,대한민국 광주광역시 광산구 오선동 270-68,062-959-0505,,,종합건설회사,new,2026-05-24 11:29:48,
798,(주)재능종합건설,대한민국 광주광역시 서구 화정동 787-1,062-373-0407,,,종합건설회사,new,2026-05-24 11:29:48,
799,영신종합건설,대한민국 광주광역시 남구 주월동 1261-2,062-676-2740,,,종합건설회사,new,2026-05-24 11:29:48,
800,(주)광주종합건설,대한민국 광주광역시 남구 양림동,062-673-5362,,,종합건설회사,new,2026-05-24 11:29:48,
801,(주)에스엘종합건설,대한민국 광주광역시 광산구 우산동,062-945-0462,,,종합건설회사,new,2026-05-24 11:29:48,
802,고운건설(주),대한민국 광주광역시 북구 운암동 96-52,062-526-8858,http://gwhiplus.com/html/sub1/sub1.html,,종합건설회사,new,2026-05-24 11:29:48,
803,(주)주안종합건설,대한민국 광주광역시 쌍암동 689-5번지 204호 광산구 광주광역시 KR,062-525-4488,,,종합건설회사,new,2026-05-24 11:29:48,
804,한국종합건설(주),대한민국 광주광역시 북구 무등로 239 한국시멘트빌딩 11층,062-670-0210,,,종합건설회사,new,2026-05-24 11:29:48,
805,성동종합건설(주),대한민국 광주광역시 서구 광천동 650-354,062-224-0848,,,종합건설회사,new,2026-05-24 11:29:48,
806,(주)서진종합건설,대한민국 광주광역시 서구 치평동 1306-4,062-382-9023,http://eliche.kr/,,종합건설회사,new,2026-05-24 11:29:48,
807,광신종합건설,대한민국 광주광역시 북구 독립로 311 4층,062-365-7171,http://gwangshin.co.kr/,help@gwangshin.com,종합건설회사,new,2026-05-24 11:29:48,
808,태강종합건설(주),대한민국 광주광역시 서구 쌍촌동 1330-3,062-384-8333,,,종합건설회사,new,2026-05-24 11:29:48,
809,(주)거송종합건설,대한민국 광주광역시 남구 봉선동 178-10,062-672-2077,,,종합건설회사,new,2026-05-24 11:29:48,
810,(주)새한종합건설,대한민국 광주광역시 동구 중흥동 661-2,062-525-8332,,,종합건설회사,new,2026-05-24 11:29:48,
811,화룡종합건설(주),대한민국 광주광역시 서구 쌍촌동 1351-9,062-372-8853,,,종합건설회사,new,2026-05-24 11:29:48,
812,(주)현대종합건설,대한민국 광주광역시 서구 양동 47-23,062-368-2233,,,종합건설회사,new,2026-05-24 11:29:48,
813,세종종합건설(주),대한민국 광주광역시 남구 사동,062-653-2668,,,종합건설회사,new,2026-05-24 11:29:48,
814,혜림종합건설(주),대한민국 광주광역시 남구 주월동,062-382-9148,,,종합건설회사,new,2026-05-24 11:29:48,
815,대전설비,대한민국 대전광역시 서구 정림동 527번지 3층,042-537-7577,,,기계설비 설계 사무소,new,2026-05-24 11:29:48,
816,기계설비건설공제조합 대전충청지점,대한민국 대전광역시 서구 둔산중로 8 한국교직원공제회 대전회관 10층,042-489-1753,http://www.seolbi.com/,,기계설비 전문건설,new,2026-05-24 11:29:48,
817,한국소방시설협회 대전세종충남도회,대한민국 대전광역시 서구 갈마동 274-7,044-860-6890,https://m.ekffa.or.kr/fe/intro/NR_listCouncil.do,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
818,(주)스마트소방,대한민국 대전광역시 유성구 테크노2로 340,042-934-1190,http://www.smartfire.co.kr/,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
819,대전광역시 소방본부,대한민국 대전광역시 서구 둔산로 100,042-270-6116,https://www.daejeon.go.kr/dj119/index.do,whgudrms1@korea.kr,소방설비 설계 사무소,new,2026-05-24 11:29:48,
820,대전소방공사,대한민국 대전광역시 대덕구 오정동 385-1,042-623-2304,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
821,대전둔산소방서,대한민국 대전광역시 서구 갈마중로 15,042-270-1474,https://www.daejeon.go.kr/dj119/CmmContentsHtmlView.do?menuSeq=4441,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
822,대광소방공사,대한민국 대전광역시 서구 월평3동 312-1,042-486-3700,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
823,대전서부소방서,대한민국 대전광역시 서구 복수서로 67,042-270-1713,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
824,대전유성소방서,대한민국 대전광역시 유성구 대덕대로 516,042-270-1613,https://www.daejeon.go.kr/dj119/CmmContentsHtmlView.do?menuSeq=4451,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
825,백제소방(주),대한민국 대전광역시,042-226-5119,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
826,대청엔지니어링(주),대한민국 대전광역시 유성구 탑립동 925,042-933-7100,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
827,대전동부소방서,대한민국 대전광역시 동구 계족로 300,042-270-1374,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
828,대전대덕소방서,대한민국 대전광역시 대덕구 법동 186,042-270-1514,https://www.daejeon.go.kr/dj119/CmmContentsHtmlView.do?menuSeq=4446,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
829,연합설비,대한민국 대전광역시 도마동 359-21번지 하층 102호 양지상가 서구 대전광역시 KR,042-528-0163,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
830,영인전기설계감리,대한민국 대전광역시 중구 산성동 129-30,042-348-5228,,,전기 설비 설계,new,2026-05-24 11:29:48,
831,그린가스텍도시가스,대한민국 대전광역시 유성구 북유성대로 151-10 102호,010-4682-0497,https://greengastec.com/,,배관 설계 전문,new,2026-05-24 11:29:48,
832,대전가스배관공사,대한민국 대전광역시 동구 가오동,070-7982-7394,,,배관 설계 전문,new,2026-05-24 11:29:48,
833,건설자재산업,대한민국 대전광역시 서구 대덕대로185번길 63 3층,042-627-3117,http://cmca.kr/,,배관 설계 전문,new,2026-05-24 11:29:48,
834,중부누수탐지설비,대한민국 대전광역시 중구 유천2동 137-14,042-583-8300,,,배관 설계 전문,new,2026-05-24 11:29:48,
835,동역엔지니어,대한민국 대전광역시 유성구 궁동 대학로,042-822-9322,http://dyengineer.com/,shwoch@gmail.com,배관 설계 전문,new,2026-05-24 11:29:48,
836,대전누수탐지,대한민국 대전광역시 대덕구 동춘당로23번길 4,010-7676-9534,,,배관 설계 전문,new,2026-05-24 11:29:48,
837,경동기술공사,대한민국 대전광역시 서구 월평1동 914,042-480-9500,http://www.kdec.co.kr/,wsjang@kdec.co.kr,배관 설계 전문,new,2026-05-24 11:29:48,
838,LG시스템에어컨 (주)대전공조,대한민국 대전광역시 서구 용문동 216-31,042-489-0088,https://blog.naver.com/1988lg,,HVAC 설계 전문,new,2026-05-24 11:29:48,
839,대유냉난방,대한민국 대전광역시 중구 계백로1618번길 72 101호 대유냉난방,010-3283-0036,https://blog.naver.com/macro79,daeyua2@dae-yu.com,HVAC 설계 전문,new,2026-05-24 11:29:48,
840,(주)원시스템공조,대한민국 대전광역시 중구 용두동 계룡로771번길 25,042-252-4450,http://www.one-system.co.kr/,jc4621@naver.com,HVAC 설계 전문,new,2026-05-24 11:29:48,
841,(주)청우이엔지,대한민국 대전광역시 중구 서문로 58 3 층,1833-4777,http://www.lg-cw.com/,cwair7@hanmail.net,HVAC 설계 전문,new,2026-05-24 11:29:48,
842,에어컨이전설치,대한민국 대전광역시 서구 도안동,070-7985-3702,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
843,가온비즈타워,대한민국 대전광역시 대덕구 대화로 120,,http://www.gaonbiztower.com/,,HVAC 설계 전문,new,2026-05-24 11:29:48,
844,에어컨설치,대한민국 대전광역시 서구 월평동 237번지 519호,,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
845,엘지시스템에어컨,대한민국 대전광역시 중구 유천동,042-710-0699,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
846,윌로펌프 (주)대림상공,대한민국 대전광역시 대덕구 대전로 1230 주)대림상공,042-282-5295,http://www.daelimci.com/,daelim@mp5295.com,HVAC 설계 전문,new,2026-05-24 11:29:48,
847,바람에어컨,대한민국 대전광역시 중구 문화동 757번지 주공3차아파트 307동 607호,,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
848,이상이엔지,대한민국 대전광역시 서구 관저동 1969-10 201호,042-546-2223,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
849,"반도체설계교육센터(IDEC, N26)",대한민국 대전광역시 유성구 온천2동 대학로 291,042-350-8532,https://www.idec.or.kr/,,플랜트 배관 설계,new,2026-05-24 11:29:48,
850,㈜희원건축사사무소,대한민국 대전광역시 서구 도안북로 101,042-825-9170,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
851,건축사사무소,대한민국 대전광역시 용전동 182-57번지 동구 대전광역시 KR,042-628-9912,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
852,(주)도원엔지니어링건축사사무소,대한민국 대전광역시 서구 갈마2동 309-3,042-521-2100,http://www.dowoneng.co.kr/,dowonman01@naver.com,건축사사무소 BIM,new,2026-05-24 11:29:48,
853,(주)가림건축사사무소,대한민국 대전광역시,042-524-9194,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
854,대한건축사협회 대전건축사회,대한민국 대전광역시 중구 보문로 241,042-485-2813,http://dira.kira.or.kr/,,건축사사무소 BIM,new,2026-05-24 11:29:48,
855,현대건축토목학원,대한민국 대전광역시 중구 은행동 141-1,042-254-2535,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
856,아키오션,대한민국 대전광역시 서구 도안북로93번길 11 5층,1544-1425,https://hanuus.com/,info@archiocean.com,건축사사무소 BIM,new,2026-05-24 11:29:48,
857,현대건설고시학원,대한민국 대전광역시 중구 중앙로 153-1,042-254-2535,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
858,계룡건설,대한민국 대전광역시 유성구 반석동 633-1,070-4470-7114,https://www.krcon.co.kr/,support@krcon.co.kr,건설사 BIM 담당,new,2026-05-24 11:29:48,
859,건설기술산업,대한민국 대전광역시 대덕구 오정동 489-4,042-627-3118,,,건설사 BIM 담당,new,2026-05-24 11:29:48,
860,대전광역시청,대한민국 대전광역시 서구 둔산로 100,042-120,https://www.daejeon.go.kr/,,건설사 BIM 담당,new,2026-05-24 11:29:48,
861,디브레인,대한민국 대전광역시 유성구 자운동 유성대로1205번길 1205번길 6-2 3층,042-826-8961,http://www.dbrainuav.com/,dbrainuav@dbrainuav.com,건설사 BIM 담당,new,2026-05-24 11:29:48,
862,현암교,대한민국 대전광역시 중구 선화동,,,,건설사 BIM 담당,new,2026-05-24 11:29:48,
863,(주)정무종합건설,대한민국 대전광역시 서구 탄방동 675번지 205호,042-472-2258,https://blog.naver.com/jungmoo2258,,종합건설 설계팀,new,2026-05-24 11:29:48,
864,(주)태한종합건설,대한민국 대전광역시 동구 가양1동 425-3,042-471-8634,,,종합건설 설계팀,new,2026-05-24 11:29:48,
865,동건종합건설(주),대한민국 대전광역시,042-536-0426,,,종합건설 설계팀,new,2026-05-24 11:29:48,
866,(주)운창종합건설,대한민국 대전광역시 중구 용두동 131-13번지 101호,042-256-0433,,,종합건설 설계팀,new,2026-05-24 11:29:48,
867,건설종합기술원,대한민국 대전광역시 오류동 170-1번지 5층 중구 대전광역시 KR,042-538-3301,http://kcgt.or.kr/,,종합건설 설계팀,new,2026-05-24 11:29:48,
868,(주)토우 종합건축사사무소,대한민국 대전광역시 서구 탄방동 계룡로509번길 6 주안에쉐르 203호,042-482-1478,https://www.architow.com/,,건축 설계 사무소,new,2026-05-24 11:29:48,
869,사이트인건축사사무소,대한민국 대전광역시 중구 태평로 143,010-6807-3939,,,건축 설계 사무소,new,2026-05-24 11:29:48,
870,건축사사무소 빈칸,대한민국 대전광역시 서구 대덕대로167번길 47 204호,042-381-3328,https://www.instagram.com/architects_binkahn,,건축 설계 사무소,new,2026-05-24 11:29:48,
871,디딤건축사사무소,대한민국 대전광역시 서구 괴정동 93-39,042-534-0963,,,건축 설계 사무소,new,2026-05-24 11:29:48,
872,아트건축사사무소,대한민국 대전광역시 대덕구 오정동 326-9,042-626-2727,,,건축 설계 사무소,new,2026-05-24 11:29:48,
873,건축사사무소천지인,대한민국 대전광역시 유성구 노은동 563-1,042-826-1494,,,건축 설계 사무소,new,2026-05-24 11:29:48,
874,태라건축사사무소,대한민국 대전광역시 서구 월평1동 계룡로264번길 4-36,042-824-5312,http://trspace.co.kr/,,건축 설계 사무소,new,2026-05-24 11:29:48,
875,디엔비건축사사무소,대한민국 대전광역시 유성구 장대동 352-4,042-823-3724,,,건축 설계 사무소,new,2026-05-24 11:29:48,
876,비엠케이코스모건축사사무소,대한민국 대전광역시 중구 문화1동,042-528-0438,,,건축 설계 사무소,new,2026-05-24 11:29:48,
877,탑건축설계사무소,대한민국 대전광역시 대덕구 오정동 488-1,042-632-1831,,,건축 설계 사무소,new,2026-05-24 11:29:48,
878,모나드건축사사무소,대한민국 대전광역시 유성구 대학로 27 현대리조텔 1510호,042-369-8914,https://blog.naver.com/monad8914,,건축 설계 사무소,new,2026-05-24 11:29:48,
879,원건축사사무소,대한민국 대전광역시 서구 내동 186-80,042-320-7026,,,건축 설계 사무소,new,2026-05-24 11:29:48,
880,(주)도연종합건축사사무소,대한민국 대전광역시 유성구 도룡동 번지 라동 399-8 307호,044-863-2019,,,건축 설계 사무소,new,2026-05-24 11:29:48,
881,신탄진건축설계사무소,대한민국 대전광역시 대덕구 석봉동 310-9,042-932-0665,,,건축 설계 사무소,new,2026-05-24 11:29:48,
882,MA건축사사무소,대한민국 대전광역시 서구 둔산동 1273,042-489-4095,http://www.maarchi.co.kr/,,건축 설계 사무소,new,2026-05-24 11:29:48,
883,종합건축사사무소서진,대한민국 대전광역시 유성구 반석동 번지 6층 621-3 601호,,,,건축 설계 사무소,new,2026-05-24 11:29:48,
884,건축사사무소도안,대한민국 대전광역시 서구 도안동,042-824-7708,,,건축 설계 사무소,new,2026-05-24 11:29:48,
885,계룡건설산업 본사,대한민국 대전광역시 서구 문정로48번길 48,042-480-7114,http://www.krcon.co.kr/,,종합건설회사,new,2026-05-24 11:29:48,
886,크로스건설(주),대한민국 대전광역시 서구 도안동로 11번길 10 503호,042-716-5000,http://www.crossconst.co.kr/,,종합건설회사,new,2026-05-24 11:29:48,
887,반석종합건설(주),대한민국 대전광역시 서구 월평1동 429,042-486-3111,,,종합건설회사,new,2026-05-24 11:29:48,
888,일산종합건설(주),대한민국 대전광역시 서구 월평2동 246,042-471-4567,,,종합건설회사,new,2026-05-24 11:29:48,
889,화룡종합건설(주),대한민국 대전광역시 서구 둔산2동 1175,042-483-5429,,,종합건설회사,new,2026-05-24 11:29:48,
890,정기종합건설(주),대한민국 대전광역시 서구 탄방동 628-1,042-472-8410,,,종합건설회사,new,2026-05-24 11:29:48,
891,동호종합건설(주),대한민국 대전광역시 서구 월평1동 923,042-477-3216,,,종합건설회사,new,2026-05-24 11:29:48,
892,태산종합건설(주),대한민국 대전광역시 서구 도안동 800,042-624-0374,,,종합건설회사,new,2026-05-24 11:29:48,
893,파크종합건설(주),대한민국 대전광역시 서구 내동 160-1,042-524-8220,,,종합건설회사,new,2026-05-24 11:29:48,
894,신한종합건설(주),대한민국 대전광역시 서구 복수동 641,042-841-1064,,,종합건설회사,new,2026-05-24 11:29:48,
895,(주)국제종합건설,대한민국 대전광역시 서구 갈마2동,042-536-5571,,,종합건설회사,new,2026-05-24 11:29:48,
896,정한종합건설(주),대한민국 대전광역시 서구 복수동 754,042-587-4182,,,종합건설회사,new,2026-05-24 11:29:48,
897,동백종합건설(주),대한민국 대전광역시 중구 태평1동 258-37,042-531-7352,,,종합건설회사,new,2026-05-24 11:29:48,
898,해성종합건설(주),대한민국 대전광역시 대덕구 중리동 438-7,042-471-6470,,,종합건설회사,new,2026-05-24 11:29:48,
899,인템종합건설(주),대한민국 대전광역시 서구 둔산2동 936,042-487-8867,,,종합건설회사,new,2026-05-24 11:29:48,
900,세신종합건설(주),대한민국 대전광역시 서구 갈마2동,042-638-5100,,,종합건설회사,new,2026-05-24 11:29:48,
901,(주)태아종합건설,대한민국 대전광역시 월평동 1079번지 2층 서구 대전광역시 KR,044-862-1551,,,종합건설회사,new,2026-05-24 11:29:48,
902,(주)블루종합건설,대한민국 대전광역시 서구 용문동 227-1번지 602호,,,,종합건설회사,new,2026-05-24 11:29:48,
903,건축사사무소송방설계,대한민국 울산광역시 남구 신정동 133-10,052-258-8555,,,기계설비 설계 사무소,new,2026-05-24 11:29:48,
904,세운기계설비공사,대한민국 울산광역시 삼남면 상천리 산107번지 울주군 울산광역시 KR,052-264-1125,,,기계설비 전문건설,new,2026-05-24 11:29:48,
905,현대방재엔지니어링(주),대한민국 울산광역시 북구 화봉동 886-6,052-287-9112,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
906,한국소방안전원 울산지부,대한민국 울산광역시 남구 돋질로 97,052-256-9011,https://www.kfsi.or.kr/,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
907,울산소방,대한민국 울산광역시,052-297-4119,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
908,(주)한림이앤씨건축사사무소,대한민국 울산광역시,052-277-0163,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
909,무경설비(주),대한민국 울산광역시,052-265-0516,http://www.mukyung.co.kr/,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
910,(주)엠피티종합건축사사무소,대한민국 울산광역시 중구 학성로 11 205호,052-273-0065,http://mpt-archi.co.kr/,mpt65@hanmail.net,소방설비 설계 사무소,new,2026-05-24 11:29:48,
911,중부소방서,대한민국 울산광역시 중구 종가로 205,052-210-4423,https://fire.ulsan.go.kr/page/joongbu/greeting.do,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
912,명진전기,대한민국 울산광역시 중구 남외동 1009-7,052-292-0604,,,전기 설비 설계,new,2026-05-24 11:29:48,
913,울산배관설비,대한민국 울산광역시 번지 가동 302호 태웅하이트빌라 KR 울산광역시 북구 호계동 654-1,052-282-0414,,,배관 설계 전문,new,2026-05-24 11:29:48,
914,진화기업사,대한민국 울산광역시 중구 성남동 182-48,052-243-2728,,,배관 설계 전문,new,2026-05-24 11:29:48,
915,익스크롬,대한민국 울산광역시 남구 돋질로401번길 12 세양청구 108동2002호,010-8689-2785,https://smartstore.naver.com/exchrome,helpcustomer@naver.com,배관 설계 전문,new,2026-05-24 11:29:48,
916,(주)청오플랜트,대한민국 울산광역시 남구 용잠로40번길 12,052-287-5500,,,배관 설계 전문,new,2026-05-24 11:29:48,
917,건일엔지니어링,대한민국 울산광역시 남구 부곡동 22-5,052-257-8870,,,배관 설계 전문,new,2026-05-24 11:29:48,
918,대한종합설비,대한민국 울산광역시 번지 A 동 은성아파트 109호 KR 울산광역시 남구 신정동 1642-7,,,,배관 설계 전문,new,2026-05-24 11:29:48,
919,오성기계,대한민국 울산광역시 남구 여천동 750-11,052-257-6890,,,배관 설계 전문,new,2026-05-24 11:29:48,
920,전국플랜트건설노동조합 울산지부,대한민국 울산광역시 울주군 청량읍 용암길 13,052-269-0482,,,배관 설계 전문,new,2026-05-24 11:29:48,
921,(주)정인하이테크,대한민국 울산광역시 삼산동 1650-15번지 정인하이테크 남구 울산광역시 KR,052-260-5688,,,배관 설계 전문,new,2026-05-24 11:29:48,
922,(주)윈테크,대한민국 울산광역시 울주군 언양읍 반천산업로 135-17,052-264-1314,https://www.wintechno.co.kr/,win@wintechno.kr,배관 설계 전문,new,2026-05-24 11:29:48,
923,미래종합기술(주),대한민국 울산광역시,052-287-2165,,,배관 설계 전문,new,2026-05-24 11:29:48,
924,공사,대한민국 울산광역시 울주군 온산읍 덕신리 1336-14,052-237-8080,,,배관 설계 전문,new,2026-05-24 11:29:48,
925,열혈 행정사&공인중개사 사무소,대한민국 울산광역시 남구 신정동 494-27,052-261-8998,http://blog.naver.com/celo007,,배관 설계 전문,new,2026-05-24 11:29:48,
926,LG시스템에어컨/공식B2B(특판)전문점 덕양이엔지,대한민국 울산광역시 북구 호계동 당수골37길 1,052-295-7222,http://www.dyeng.shop/,dyeng2017@daum.net,HVAC 설계 전문,new,2026-05-24 11:29:48,
927,GN건축사사무소,대한민국 울산광역시 남구 삼산동 200-4 3층,052-260-6106,http://blog.naver.com/gn6106,,HVAC 설계 전문,new,2026-05-24 11:29:48,
928,경상냉동공조플랜트,대한민국 울산광역시 남구 야음동 371-44,052-256-6620,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
929,시스템에어컨,대한민국 울산광역시 중구 태화동 776-6번지 2층 202호,,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
930,울산에어컨나라,대한민국 울산광역시 남구 달동 640 4번지,,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
931,에어컨랜드,대한민국 울산광역시 신정동 712-14번지 남구 울산광역시 KR,052-265-8138,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
932,대성에어테크,대한민국 울산광역시 무거동 1249-10번지 남구 울산광역시 KR,052-249-4778,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
933,울산이엔씨,대한민국 울산광역시 북구 매곡동 347-9,052-292-0951,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
934,민건축사사무소,대한민국 울산광역시 중구 종가17길 29,052-268-8897,https://www.minarchi.com/,min2688897@naver.com,건축사사무소 BIM,new,2026-05-24 11:29:48,
935,건축집단 건축사사무소,대한민국 울산광역시 울주군 범서읍 굴화길 58,010-2803-5368,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
936,(주)미건건축사사무소,대한민국 울산광역시 남구 중앙로258번길 14-1,052-274-4497,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
937,건축사사무소 카안,대한민국 울산광역시 남구 삼산동 남중로108번길 1 2층,052-267-5351,http://www.archikaan.com/,kaan@archikaan.com,건축사사무소 BIM,new,2026-05-24 11:29:48,
938,어반파트너스건축사사무소,대한민국 울산광역시 남구 신정동 1637-103,052-258-9500,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
939,부강종합건설,대한민국 울산광역시,052-237-4521,,,건설사 BIM 담당,new,2026-05-24 11:29:48,
940,울산시종합건설본부,대한민국 울산광역시 남구 중앙로 201,052-229-5816,,,종합건설 설계팀,new,2026-05-24 11:29:48,
941,태일종합건설(주),대한민국 울산광역시 중구 서동 56-10,052-291-3601,,,종합건설 설계팀,new,2026-05-24 11:29:48,
942,(주)큐브종합건설,대한민국 울산광역시,052-275-0450,,,종합건설 설계팀,new,2026-05-24 11:29:48,
943,(주)진산종합건설,대한민국 울산광역시 중구 성안동 806-13,052-245-6266,,,종합건설 설계팀,new,2026-05-24 11:29:48,
944,(주)범건종합건설,대한민국 울산광역시 남구 삼산동 1549-7,052-260-9600,,,종합건설 설계팀,new,2026-05-24 11:29:48,
945,세영종합건설,대한민국 울산광역시,052-247-3030,,,종합건설 설계팀,new,2026-05-24 11:29:48,
946,대건종합건설,대한민국 울산광역시 북구 연암동 312-12,052-294-8204,,,종합건설 설계팀,new,2026-05-24 11:29:48,
947,천호종합건설,대한민국 울산광역시 울주군 청량읍 상남리 503-1,052-268-4141,,,종합건설 설계팀,new,2026-05-24 11:29:48,
948,남국종합건설(주),대한민국 울산광역시 남구 달동 1272-5,052-260-5000,,,종합건설 설계팀,new,2026-05-24 11:29:48,
949,(주)단양종합건설,대한민국 울산광역시,052-224-3912,,,종합건설 설계팀,new,2026-05-24 11:29:48,
950,(주)태화종합건설,대한민국 울산광역시 남구 신정동 1222-7번지 4층,,,,종합건설 설계팀,new,2026-05-24 11:29:48,
951,(주)종합건축사사무소 제이앤지,대한민국 울산광역시 중구 성안동 834-6,052-716-0020,http://jisaa.modoo.at/,,종합건설 설계팀,new,2026-05-24 11:29:48,
952,나노종합건설,대한민국 울산광역시 울주군 범서읍 구영리 392-15,052-275-0203,,,종합건설 설계팀,new,2026-05-24 11:29:48,
953,(주)청산종합건설,"대한민국 양산시 경상남도 양산시 중앙로 36, 1동 401호(다방동",055-785-3593,,,종합건설 설계팀,new,2026-05-24 11:29:48,
954,(주)큐브종합건설,대한민국 울산광역시 남구 삼산동 210-4,052-275-0450,,,종합건설 설계팀,new,2026-05-24 11:29:48,
955,(주)행복종합엔지니어링건축사사무소,대한민국 울산광역시 북구 진장동 816 3번지,052-267-6006,,,종합건설 설계팀,new,2026-05-24 11:29:48,
956,신영건축사사무소,대한민국 울산광역시 남구 왕생로 88,052-266-6660,,,건축 설계 사무소,new,2026-05-24 11:29:48,
957,(주)지산건축사사무소,대한민국 울산광역시 중구 복산2동 화합로 498,052-716-0020,http://jisaa.modoo.at/,,건축 설계 사무소,new,2026-05-24 11:29:48,
